year,ID,OffspID.ext,class,Code,new_site_code,date,site_description,lat,long,box.info,Cap.no,Cap.notes.org,Ext.notes,other.notes,sample.date,ID.tube,length.cm,class,scale.age,mature.male.parr,recapture,notes.fi,notes.eng,
2019,Uts_19_2-3y_1434,UTS_19_2-3y_1434,2-3y,14,16,9/4/2019,"Hotel reed, East bank",69.90472091,27.03553956,"Utsjoki 2019, 4.9.2019, Hotellin niva, 50 x 7, 0+ (kirkas) 237, 1+ (pinkki) 26, ? (vihreä) 32, ? (violetti) 1",24,24,,,9/4/2019,24,12.2,2+,2,,,,,
2019,Uts_19_2-3y_1435,UTS_19_2-3y_1435,2-3y,14,16,9/4/2019,"Hotel reed, East bank",69.90472091,27.03553956,"Utsjoki 2019, 4.9.2019, Hotellin niva, 50 x 7, 0+ (kirkas) 237, 1+ (pinkki) 26, ? (vihreä) 32, ? (violetti) 1",25,25,,,9/4/2019,25,9.5,2+,2,,,,,
2019,Uts_19_2-3y_1436,UTS_19_2-3y_1436,2-3y,14,16,9/4/2019,"Hotel reed, East bank",69.90472091,27.03553956,"Utsjoki 2019, 4.9.2019, Hotellin niva, 50 x 7, 0+ (kirkas) 237, 1+ (pinkki) 26, ? (vihreä) 32, ? (violetti) 1",26,26,,,9/4/2019,26,10.5,2+,2,,,,,
2019,Uts_19_2-3y_1437,UTS_19_2-3y_1437,2-3y,14,16,9/4/2019,"Hotel reed, East bank",69.90472091,27.03553956,"Utsjoki 2019, 4.9.2019, Hotellin niva, 50 x 7, 0+ (kirkas) 237, 1+ (pinkki) 26, ? (vihreä) 32, ? (violetti) 1",27,27,,,9/4/2019,27,10.6,2+,2,,,,,
2019,Uts_19_2-3y_1438,UTS_19_2-3y_1438,2-3y,14,16,9/4/2019,"Hotel reed, East bank",69.90472091,27.03553956,"Utsjoki 2019, 4.9.2019, Hotellin niva, 50 x 7, 0+ (kirkas) 237, 1+ (pinkki) 26, ? (vihreä) 32, ? (violetti) 1",28,28,,,9/4/2019,28,11.3,2+,2,,,,,
2019,Uts_19_2-3y_1439,UTS_19_2-3y_1439,2-3y,14,16,9/4/2019,"Hotel reed, East bank",69.90472091,27.03553956,"Utsjoki 2019, 4.9.2019, Hotellin niva, 50 x 7, 0+ (kirkas) 237, 1+ (pinkki) 26, ? (vihreä) 32, ? (violetti) 1",29,29,,,9/4/2019,29,8.1,1+,1,,,,,
2019,Uts_19_2-3y_1440,UTS_19_2-3y_1440,2-3y,14,16,9/4/2019,"Hotel reed, East bank",69.90472091,27.03553956,"Utsjoki 2019, 4.9.2019, Hotellin niva, 50 x 7, 0+ (kirkas) 237, 1+ (pinkki) 26, ? (vihreä) 32, ? (violetti) 1",30,30,,,9/4/2019,30,10.2,2+,2,,,,,
2019,Uts_19_2-3y_1441,UTS_19_2-3y_1441,2-3y,14,16,9/4/2019,"Hotel reed, East bank",69.90472091,27.03553956,"Utsjoki 2019, 4.9.2019, Hotellin niva, 50 x 7, 0+ (kirkas) 237, 1+ (pinkki) 26, ? (vihreä) 32, ? (violetti) 1",31,31,,,9/4/2019,31,11.6,2+,2,,,,,
2019,Uts_19_2-3y_1442,UTS_19_2-3y_1442,2-3y,14,16,9/4/2019,"Hotel reed, East bank",69.90472091,27.03553956,"Utsjoki 2019, 4.9.2019, Hotellin niva, 50 x 7, 0+ (kirkas) 237, 1+ (pinkki) 26, ? (vihreä) 32, ? (violetti) 1",32,32,,,9/4/2019,32,8.0,1+,1,,,,,
2019,Uts_19_1y_1410,UTS_19_1y_1410,1y,14,16,9/4/2019,"Hotel reed, East bank",69.90472091,27.03553956,"Utsjoki 2019, 4.9.2019, Hotellin niva, 50 x 7, 0+ (kirkas) 237, 1+ (pinkki) 26, ? (vihreä) 32, ? (violetti) 1",NA,RE,,,,,,,,,1,,,
2019,Uts_19_2-3y_1696,UTS_19_2-3y_1696,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",1,1,,,9/5/2019,1,11.1,2+,2,,,,,
2019,Uts_19_2-3y_1697,UTS_19_2-3y_1697,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",2,2,,,9/5/2019,2,14.1,3+,3,,,,,
2019,Uts_19_2-3y_1698,UTS_19_2-3y_1698,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",3,3 RE,,,9/5/2019,3,10.6,2+,2,,1,,,
2019,Uts_19_2-3y_1699,UTS_19_2-3y_1699,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",4,4,,,9/5/2019,4,10.4,2+,2,,,,,
2019,Uts_19_2-3y_1700,UTS_19_2-3y_1700,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",5,5,,,9/5/2019,5,11.2,2+,2,,,,,
2019,Uts_19_2-3y_1701,UTS_19_2-3y_1701,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",6,6,,,9/5/2019,6,10.1,2+,2,,,,,
2019,Uts_19_2-3y_1702,UTS_19_2-3y_1702,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",7,7,,,9/5/2019,7,12.5,3+,3,,,,,
2019,Uts_19_2-3y_1703,UTS_19_2-3y_1703,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",8,8,,,9/5/2019,8,11.7,2+,2,,,,,
2019,Uts_19_2-3y_1704,UTS_19_2-3y_1704,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",9,9,,,9/5/2019,9,11.2,2+,2,,,,,
2019,Uts_19_2-3y_1705,UTS_19_2-3y_1705,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",10,10,,,9/5/2019,10,8.6,1+,1,,,,,
2019,Uts_19_2-3y_1706,UTS_19_2-3y_1706,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",11,11,,,9/5/2019,11,11.8,2+,2,,,,,
2019,Uts_19_2-3y_1707,UTS_19_2-3y_1707,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",12,12,,,9/5/2019,12,12.0,2+,2,,,,,
2019,Uts_19_2-3y_1708,UTS_19_2-3y_1708,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",13,13,,,9/5/2019,13,10.4,2+,2,,,,,
2019,Uts_19_2-3y_1709,UTS_19_2-3y_1709,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",14,14,,,9/5/2019,14,10.0,2+,2,,,,,
2019,Uts_19_2-3y_1710,UTS_19_2-3y_1710,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",15,15,,,9/5/2019,15,8.2,1+,1,,,,,
2019,Uts_19_2-3y_1711,UTS_19_2-3y_1711,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",16,16?,,,9/5/2019,16,11.1,2+,2,,1,,,
2019,Uts_19_2-3y_1712,UTS_19_2-3y_1712,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",17,17 RE,,,9/5/2019,17,13.0,2+,2,,1,,,
2019,Uts_19_2-3y_1713,UTS_19_2-3y_1713,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",18,18,,,9/5/2019,18,11.1,2+,2,,,,,
2019,Uts_19_2-3y_1714,UTS_19_2-3y_1714,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",19,19?,,,9/5/2019,19,10.6,2+,2,,,,,
2019,Uts_19_2-3y_1715,UTS_19_2-3y_1715,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",20,20,,,9/5/2019,20,10.2,2+,2,,,,,
2019,Uts_19_2-3y_1716,UTS_19_2-3y_1716,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",21,21,,,9/5/2019,21,11.1,2+,2,,,,,
2019,Uts_19_2-3y_1717,UTS_19_2-3y_1717,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",22,22,,,9/5/2019,22,11.6,2+,2,,,,,
2019,Uts_19_2-3y_1718,UTS_19_2-3y_1718,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",23,23,,,9/5/2019,23,11.6,2+,2,,,,,
2019,Uts_19_2-3y_1719,UTS_19_2-3y_1719,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",24,24,,,9/5/2019,24,10.0,2+,2,,,,,
2019,Uts_19_2-3y_1720,UTS_19_2-3y_1720,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",25,25,,,9/5/2019,25,10.7,2+,2,,,,,
2019,Uts_19_2-3y_1721,UTS_19_2-3y_1721,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",26,26,,,9/5/2019,26,10.8,2+,2,,,,,
2019,Uts_19_2-3y_1722,UTS_19_2-3y_1722,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",27,27,,,9/5/2019,27,11.8,2+,2,,,,,
2019,Uts_19_2-3y_1723,UTS_19_2-3y_1723,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",28,28,,,9/5/2019,28,12.0,2+,2,,,,,
2019,Uts_19_2-3y_1724,UTS_19_2-3y_1724,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",29,29,,,9/5/2019,29,14.5,3+,3,,,,,
2019,Uts_19_2-3y_1725,UTS_19_2-3y_1725,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",30,30,,,9/5/2019,30,11.1,2+,2,,,,,
2019,Uts_19_2-3y_1726,UTS_19_2-3y_1726,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",31,31,,,9/5/2019,31,10.8,2+,2,,,,,
2019,Uts_19_2-3y_1727,UTS_19_2-3y_1727,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",32,32,,,9/5/2019,32,8.2,1+,1,,,,,
2019,Uts_19_2-3y_1728,UTS_19_2-3y_1728,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",33,33,,,9/5/2019,33,10.4,2+,2,,,,,
2019,Uts_19_2-3y_1729,UTS_19_2-3y_1729,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",34,34,,,9/5/2019,34,10.8,2+,2,,,,,
2019,Uts_19_2-3y_1730,UTS_19_2-3y_1730,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",35,35,,,9/5/2019,35,11.4,2+,2,,,,,
2019,Uts_19_2-3y_1731,UTS_19_2-3y_1731,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",36,36,,,9/5/2019,36,10.2,2+,2,,,,,
2019,Uts_19_2-3y_1732,UTS_19_2-3y_1732,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",37,37,,,9/5/2019,37,13.0,3+,3,,,,,
2019,Uts_19_2-3y_1733,UTS_19_2-3y_1733,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",38,38 RE,,,9/5/2019,38,10.1,2+,2,,1,,,
2019,Uts_19_2-3y_2409,UTS_19_2-3y_2409,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",39,39,,,9/5/2019,39,15.5,3+,3,,,,,
2019,Uts_19_2-3y_1734,UTS_19_2-3y_1734,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",40,40,,,9/5/2019,40,10.0,2+,2,,,,,
2019,Uts_19_2-3y_1735,UTS_19_2-3y_1735,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",41,41,,,9/5/2019,41,15.5,3+,3,,,,,
2019,Uts_19_2-3y_1736,UTS_19_2-3y_1736,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",42,42,,,9/5/2019,42,11.6,2+,2,,,,,
2019,Uts_19_2-3y_1737,UTS_19_2-3y_1737,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",43,43 RE,,,9/5/2019,43,10.1,2+,2,,1,,,
2019,Uts_19_2-3y_1738,UTS_19_2-3y_1738,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",44,44,,,9/5/2019,44,9.9,2+,2,,,,,
2019,Uts_19_2-3y_1739,UTS_19_2-3y_1739,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",45,45,,,9/5/2019,45,10.2,2+,2,,,,,
2019,Uts_19_2-3y_1740,UTS_19_2-3y_1740,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",46,46,,,9/5/2019,46,10.6,2+,2,,,,,
2019,Uts_19_2-3y_1741,UTS_19_2-3y_1741,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",47,47,,,9/5/2019,47,15.5,3+,3,,,,,
2019,Uts_19_2-3y_1742,UTS_19_2-3y_1742,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",48,48,,,9/5/2019,48,8.6,1+,1,,,,,
2019,Uts_19_2-3y_1743,UTS_19_2-3y_1743,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",49,49,,,9/5/2019,49,9.5,2+,2,,,,,
2019,Uts_19_2-3y_1744,UTS_19_2-3y_1744,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",50,50,,,9/5/2019,50,12.3,2+,2,,,,,
2019,Uts_19_2-3y_1745,UTS_19_2-3y_1745,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",51,51,,,9/5/2019,51,10.2,2+,2,,,,,
2019,Uts_19_2-3y_1746,UTS_19_2-3y_1746,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",52,52,,,9/5/2019,52,10.2,2+,2,,,,,
2019,Uts_19_2-3y_1747,UTS_19_2-3y_1747,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",53,53,,,9/5/2019,53,11.7,2+,2,,,,,
2019,Uts_19_2-3y_1748,UTS_19_2-3y_1748,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",54,54,,,9/5/2019,54,9.9,2+,2,,,,,
2019,Uts_19_2-3y_1749,UTS_19_2-3y_1749,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",55,55,,,9/5/2019,55,10.1,2+,2,,,,,
2019,Uts_19_2-3y_1750,UTS_19_2-3y_1750,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",56,56,,,9/5/2019,56,10.1,2+,2,,,,,
2019,Uts_19_2-3y_1751,UTS_19_2-3y_1751,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",57,57,,,9/5/2019,57,9.2,1+,1,,,,,
2019,Uts_19_2-3y_1752,UTS_19_2-3y_1752,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",58,58,,,9/5/2019,58,11.2,2+,2,,,,,
2019,Uts_19_2-3y_1753,UTS_19_2-3y_1753,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",59,59,,,9/5/2019,59,9.8,2+,2,,,,,
2019,Uts_19_2-3y_1754,UTS_19_2-3y_1754,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",60,60,,,9/5/2019,60,10.6,2+,2,,,,,
2019,Uts_19_2-3y_1755,UTS_19_2-3y_1755,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",61,61?,,,9/5/2019,61,12.3,2+,2,,,,,
2019,Uts_19_2-3y_1756,UTS_19_2-3y_1756,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",62,62,,,9/5/2019,62,11.5,2+,2,,,,,
2019,Uts_19_2-3y_1757,UTS_19_2-3y_1757,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",63,63,,,9/5/2019,63,10.8,2+,2,,,,,
2019,Uts_19_2-3y_1758,UTS_19_2-3y_1758,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",64,64,,,9/5/2019,64,9.9,2+,2,,,,,
2019,Uts_19_2-3y_1759,UTS_19_2-3y_1759,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",65,65,,,9/5/2019,65,9.5,2+,2,,,,,
2019,Uts_19_2-3y_1760,UTS_19_2-3y_1760,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",66,66,,,9/5/2019,66,10.1,2+,2,,,,,
2019,Uts_19_2-3y_1761,UTS_19_2-3y_1761,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",67,67,,,9/5/2019,67,11.1,2+,2,,,,,
2019,Uts_19_2-3y_1762,UTS_19_2-3y_1762,2-3y,15,17,9/5/2019,"Hotel reed, West bank",69.90516326,27.03386586,"Utsjoki 2019, 5.9.2019, Hotellin vastaranta,  0+ (kirkas) 209, 1+ (pinkki) 44, ? (vihreä) 74, ? (violetti) 1",68,68,,,9/5/2019,68,8.2,1+,1,,,,,
