"","sex","ID","year","date","date.fix","tag.ID","wt.kg","length.cm","condition","notes.fi","notes.en","notes.KM","dead","recapture","match.ID","Scale.smoltage","scale.seaage","InterpAge","Respawner","respawner.info","notes.FI","notes.ENG"
"647","M","Uts_18A_078",2018,"28.9.2018","9/28/2018","F944",1.7,60,0.0969229256590356,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"648","M","Uts_18A_079",2018,"28.9.2018","9/28/2018","F945",1.5,58,0.345816546478733,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"649","M","Uts_18A_081",2018,"29.9.2018","9/29/2018","F947",1.8,63,-0.476417505570512,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"650","M","Uts_18A_082",2018,"29.9.2018","9/29/2018","F948",1.8,64,-0.700864315980362,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"651","M","Uts_18A_083",2018,"29.9.2018","9/29/2018","F949",1.6,60,-0.00307707434096427,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"652","M","Uts_18A_084",2018,"29.9.2018","9/29/2018","F950",1.7,60,0.0969229256590356,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"653","M","Uts_18A_085",2018,"29.9.2018","9/29/2018","F951",1.6,60,-0.00307707434096427,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"654","M","Uts_18A_086",2018,"29.9.2018","9/29/2018","F952",1.4,61,-0.427523884750814,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"655","M","Uts_18A_087",2018,"29.9.2018","9/29/2018","F953",1.1,55,0.619156977708283,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"656","M","Uts_18A_089",2018,"30.9.2018","9/30/2018","F955",1.8,65,-0.925311126390212,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"657","M","Uts_18A_090",2018,"30.9.2018","9/30/2018","F956",1.4,58,0.245816546478733,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"658","M","Uts_18A_091",2018,"30.9.2018","9/30/2018","F957",2,64,-0.500864315980362,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"659","M","Uts_18A_092",2018,"30.9.2018","9/30/2018","F958",1.9,60,0.296922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"660","M","Uts_18A_093",2018,"30.9.2018","9/30/2018","F959",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"reg.",NA
"661","M","Uts_18A_094",2018,"30.9.2018","9/30/2018","F960",2.3,64,-0.200864315980362,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"662","M","Uts_18A_095",2018,"1.10.2018","10/1/2018","F961",2.8,65,0.0746888736097882,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"663","M","Uts_18A_097",2018,"1.10.2018","10/1/2018","F963",2.2,65,-0.525311126390211,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"664","M","Uts_18A_098",2018,"1.10.2018","10/1/2018","F964",1.9,62,-0.151970695160662,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"665","M","Uts_18A_099",2018,"1.10.2018","10/1/2018","F965",1.3,56,0.594710167298433,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"666","M","Uts_18A_101",2018,"2.10.2018","10/2/2018","F968",1.7,55,1.21915697770828,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"667","M","Uts_18A_102",2018,"2.10.2018","10/2/2018","F969",2,57,1.07026335688858,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"668","M","Uts_18A_103",2018,"2.10.2018","10/2/2018","F970",2.2,62,0.148029304839338,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"669","M","Uts_18A_104",2018,"2.10.2018","10/2/2018","F971",2.1,60,0.496922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"670","M","Uts_18A_105",2018,"2.10.2018","10/2/2018","F972",2,60,0.396922925659036,"F972 ja F973 mahdollisesti sekoittuneet kesken‰‰n","possibly switched",NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"671","M","Uts_18A_106",2018,"2.10.2018","10/2/2018","F973",1.8,58,0.645816546478734,"F972 ja F973 mahdollisesti sekoittuneet kesken‰‰n","possibly switched",NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"672","M","Uts_18A_107",2018,"2.10.2018","10/2/2018","F974",2,59,0.621369736068885,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"673","M","Uts_18A_108",2018,"2.10.2018","10/2/2018","F975",2.2,61,0.372476115249186,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"674","M","Uts_18A_109",2018,"2.10.2018","10/2/2018","F976",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"reg.",NA
"675","M","Uts_18A_110",2018,"2.10.2018","10/2/2018","F977",2.8,65,0.0746888736097882,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"676","M","Uts_18A_111",2018,"3.10.2018","10/3/2018","F978",2,58,0.845816546478733,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"677","M","Uts_18A_112",2018,"3.10.2018","10/3/2018","F979",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"678","M","Uts_18A_113",2018,"3.10.2018","10/3/2018","F980",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"679","M","Uts_18A_114",2018,"3.10.2018","10/3/2018","F981",2.3,61,0.472476115249186,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"680","M","Uts_18A_115",2018,"3.10.2018","10/3/2018","F982",1.9,57,0.970263356888583,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"681","M","Uts_18A_116",2018,"3.10.2018","10/3/2018","F983",2.2,60,0.596922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"682","M","Uts_18A_118",2018,"3.10.2018","10/3/2018","F985",1.7,57,0.770263356888583,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"683","M","Uts_18A_120",2018,"3.10.2018","10/3/2018","F987",2.2,60,0.596922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"684","M","Uts_18A_121",2018,"3.10.2018","10/3/2018","F988",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"reg.",NA
"685","M","Uts_18A_122",2018,"3.10.2018","10/3/2018","F989",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
