"","ID","sex","type","class.cor","year","BirthYear","scale.seaage","Scale.smoltage","InterpAge","Respawner","respawner.info","total.age","total.age.int","birthyear.int"
"2134","Uts_13_0y_0622","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2135","Uts_13_0y_0623","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2136","Uts_13_0y_0624","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2137","Uts_13_0y_0625","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2138","Uts_13_0y_0626","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2139","Uts_13_0y_0627","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2140","Uts_13_0y_0628","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2141","Uts_13_0y_0629","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2142","Uts_13_0y_0630","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2143","Uts_13_0y_0631","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2144","Uts_13_0y_0632","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2145","Uts_13_0y_0633","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2146","Uts_13_0y_0634","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2147","Uts_13_0y_0635","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2148","Uts_13_0y_0636","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2149","Uts_13_0y_0637","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2150","Uts_13_0y_0638","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2151","Uts_13_0y_0639","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2152","Uts_13_0y_0640","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2153","Uts_13_0y_0641","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2154","Uts_13_0y_0642","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2155","Uts_13_0y_0643","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2156","Uts_13_0y_0644","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2157","Uts_13_0y_0645","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2158","Uts_13_0y_0646",NA,"Offspring","0+",2013,NA,NA,NA,NA,NA,NA,0,0,2013
"2159","Uts_13_0y_0647","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2160","Uts_13_0y_0648","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2161","Uts_13_0y_0649","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2162","Uts_13_0y_0650","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2163","Uts_13_0y_0651","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2164","Uts_13_0y_0652","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2165","Uts_13_0y_0653","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2166","Uts_13_0y_0654","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2167","Uts_13_0y_0655","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2168","Uts_13_0y_0656","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2169","Uts_13_0y_0657","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2170","Uts_13_0y_0658","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2171","Uts_13_0y_0659","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2172","Uts_13_0y_0660","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2173","Uts_13_0y_0661","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2174","Uts_13_0y_0662","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2175","Uts_13_0y_0663","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2176","Uts_13_0y_0664","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2177","Uts_13_0y_0665","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2178","Uts_13_0y_0666","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2179","Uts_13_0y_0667","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2180","Uts_13_0y_0668","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2181","Uts_13_0y_0669","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2182","Uts_13_0y_0670","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2183","Uts_13_0y_0671","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2184","Uts_13_0y_0672","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2185","Uts_13_0y_0673","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2186","Uts_13_0y_0674","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2187","Uts_13_0y_0675","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2188","Uts_13_0y_0676","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2189","Uts_13_0y_0677","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2190","Uts_13_0y_0678","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2191","Uts_13_0y_0679","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2192","Uts_13_0y_0680","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2193","Uts_13_0y_0681","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2194","Uts_13_0y_0682","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2195","Uts_13_0y_0683","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2196","Uts_13_0y_0684","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2197","Uts_13_0y_0685","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2198","Uts_13_0y_0686","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2199","Uts_13_0y_0687","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2200","Uts_13_0y_0688","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2201","Uts_13_0y_0689","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2202","Uts_13_0y_0690","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2203","Uts_13_0y_0691","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2204","Uts_13_0y_0692","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2205","Uts_13_0y_0693","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2206","Uts_13_0y_0694","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2207","Uts_13_0y_0695","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2208","Uts_13_0y_0696","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2209","Uts_13_0y_0697","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2210","Uts_13_0y_0698","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2211","Uts_13_0y_0699","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2212","Uts_13_0y_0700","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2213","Uts_13_0y_0701","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2214","Uts_13_0y_0702","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2215","Uts_13_0y_0703","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2216","Uts_13_0y_0704","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2217","Uts_13_0y_0705","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2218","Uts_13_0y_0706","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2219","Uts_13_0y_0707","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2220","Uts_13_0y_0708","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2221","Uts_13_0y_0709","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2222","Uts_13_0y_0710","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2223","Uts_13_0y_0711","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2224","Uts_13_0y_0712","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2225","Uts_13_0y_0713","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2226","Uts_13_0y_0714","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2227","Uts_13_0y_0715","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2228","Uts_13_0y_0716","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2229","Uts_13_0y_0717","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2230","Uts_13_0y_0718","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2231","Uts_13_0y_0719","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2232","Uts_13_0y_0720","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2233","Uts_13_0y_0721","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2234","Uts_13_0y_0722","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2235","Uts_13_0y_0723","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2236","Uts_13_0y_0724","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2237","Uts_13_0y_0725","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2238","Uts_13_0y_0726","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2239","Uts_13_0y_0727","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2240","Uts_13_0y_0728","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2241","Uts_13_0y_0729","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2242","Uts_13_0y_0730","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2243","Uts_13_0y_0731","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2244","Uts_13_0y_0732","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2245","Uts_13_0y_0733","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2246","Uts_13_0y_0734","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2247","Uts_13_0y_0735","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2248","Uts_13_0y_0736","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2249","Uts_13_0y_0737","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2250","Uts_13_0y_0738","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2251","Uts_13_0y_0739","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2252","Uts_13_0y_0740","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2253","Uts_13_0y_0741","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2254","Uts_13_0y_0742","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2255","Uts_13_0y_0743","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2256","Uts_13_0y_0744","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2257","Uts_13_0y_0745","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2258","Uts_13_0y_0746","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2259","Uts_13_0y_0747","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2260","Uts_13_0y_0748","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2261","Uts_13_0y_0749","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2262","Uts_13_0y_0750","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2263","Uts_13_0y_0751","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2264","Uts_13_0y_0752","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2265","Uts_13_0y_0753","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2266","Uts_13_0y_0754","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2267","Uts_13_0y_0755","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2268","Uts_13_0y_0756","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2269","Uts_13_0y_0757","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2270","Uts_13_0y_0758","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2271","Uts_13_0y_0759","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2272","Uts_13_0y_0760","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2273","Uts_13_0y_0761","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2274","Uts_13_0y_0762","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2275","Uts_13_0y_0763","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2276","Uts_13_0y_0764","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2277","Uts_13_0y_0765","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2278","Uts_13_0y_0766","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2279","Uts_13_0y_0767","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2280","Uts_13_0y_0768","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2281","Uts_13_0y_0769","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2282","Uts_13_0y_0770","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2283","Uts_13_0y_0771","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2284","Uts_13_0y_0772","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2285","Uts_13_0y_0773","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2286","Uts_13_0y_0774","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2287","Uts_13_0y_0775","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2288","Uts_13_0y_0776","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2289","Uts_13_0y_0777","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2290","Uts_13_0y_0778","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2291","Uts_13_0y_0779","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2292","Uts_13_0y_0780","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2293","Uts_13_0y_0781","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2294","Uts_13_0y_0782","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2295","Uts_13_0y_0783","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2296","Uts_13_0y_0784","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2297","Uts_13_0y_0785","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2298","Uts_13_0y_0786","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2299","Uts_13_0y_0787","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2300","Uts_13_0y_0788","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2301","Uts_13_0y_0789","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2302","Uts_13_0y_0790","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2303","Uts_13_0y_0791","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2304","Uts_13_0y_0792","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2305","Uts_13_0y_0793","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2306","Uts_13_0y_0794","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2307","Uts_13_0y_0795","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2308","Uts_13_0y_0796","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2309","Uts_13_0y_0797","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2310","Uts_13_0y_0798","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2311","Uts_13_0y_0799","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2312","Uts_13_0y_0800","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2313","Uts_13_0y_0801","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2314","Uts_13_0y_0802","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2315","Uts_13_0y_0803","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2316","Uts_13_0y_0804","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2317","Uts_13_0y_0805","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2318","Uts_13_0y_0806","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2319","Uts_13_0y_0807","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2320","Uts_13_0y_0808","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2321","Uts_13_0y_0809","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2322","Uts_13_0y_0810","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2323","Uts_13_0y_0811","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2324","Uts_13_0y_0812","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2325","Uts_13_0y_0813","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2326","Uts_13_0y_0814","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2327","Uts_13_0y_0815","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2328","Uts_13_0y_0816","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2329","Uts_13_0y_0817","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2330","Uts_13_0y_0818","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2331","Uts_13_0y_0819","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2332","Uts_13_0y_0820","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2333","Uts_13_0y_0821","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2334","Uts_13_0y_0822","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2335","Uts_13_0y_0823","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2336","Uts_13_0y_0824","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2337","Uts_13_0y_0825","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2338","Uts_13_0y_0826","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2339","Uts_13_0y_0827","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2340","Uts_13_0y_0828","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2341","Uts_13_0y_0829","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2342","Uts_13_0y_0830","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2343","Uts_13_0y_0831","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2344","Uts_13_0y_0832","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2345","Uts_13_0y_0833","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2346","Uts_13_0y_0834","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2347","Uts_13_0y_0835","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2348","Uts_13_0y_0836","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2349","Uts_13_0y_0837","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2350","Uts_13_0y_0838","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2351","Uts_13_0y_0839","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2352","Uts_13_0y_0840","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2353","Uts_13_0y_0841","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2354","Uts_13_0y_0842","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2355","Uts_13_0y_0843","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2356","Uts_13_0y_0844","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2357","Uts_13_0y_0845","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2358","Uts_13_0y_0846","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2359","Uts_13_0y_0847","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2360","Uts_13_0y_0848","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2361","Uts_13_0y_0849","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2362","Uts_13_0y_0850","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2363","Uts_13_0y_0851","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2364","Uts_13_0y_0852","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2365","Uts_13_0y_0853","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2366","Uts_13_0y_0854","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2367","Uts_13_0y_0855","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2368","Uts_13_0y_0856","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2369","Uts_13_0y_0857","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2370","Uts_13_0y_0858","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2371","Uts_13_0y_0859","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2372","Uts_13_0y_0860","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2373","Uts_13_0y_0861","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2374","Uts_13_0y_0862","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2375","Uts_13_0y_0863","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2376","Uts_13_0y_0864","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2377","Uts_13_0y_0865","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2378","Uts_13_0y_0866","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2379","Uts_13_0y_0867","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2380","Uts_13_0y_0868","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2381","Uts_13_0y_0869","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2382","Uts_13_0y_0870","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2383","Uts_13_0y_0871","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2384","Uts_13_0y_0872","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2385","Uts_13_0y_0873","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2386","Uts_13_0y_0874","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2387","Uts_13_0y_0875","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2388","Uts_13_0y_0876","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2389","Uts_13_0y_0877","F","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
"2390","Uts_13_0y_0878","M","Offspring","0+",2013,2013,NA,NA,NA,NA,NA,0,0,2013
